"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2022-01-01 ~ 2022-01-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"18195","부산광역시 해운대구 우동","1536","1536","0000","해운대자이2차1단지","74.9917","202201","08","95,000","-","4","-","-","2018","해운대로469번길 110","-","중개거래","부산 해운대구","-"
"18196","경기도 안양시 동안구 비산동","1103-5","1103","0005","은하수마을한양","35.1000","202201","08","48,300","-","4","-","-","1993","동안로159번길 14","-","중개거래","경기 안양동안구","-"
"18197","경기도 수원시 권선구 탑동","860","0860","0000","탑동우방파크타운","84.9520","202201","08","38,000","-","8","-","-","1999","효탑로 50","-","중개거래","경기 수원권선구","-"
"18198","경기도 안성시 죽산면 장원리","1379-1","1379","0001","지에프","72.0631","202201","08","10,400","-","1","-","-","2002","관음당길 39-8","-","중개거래","경기 안성시","-"
"18199","경기도 안양시 동안구 비산동","1185","1185","0000","평촌자이아이파크","59.9887","202201","08","87,000","-","15","-","-","2021","비산로 22","20220915","중개거래","경기 안양시 만안구","-"
"18200","광주광역시 서구 쌍촌동","879","0879","0000","명지","59.9700","202201","08","17,000","-","8","-","-","1997","운천로154번길 12","-","중개거래","광주 서구","-"
"18201","광주광역시 서구 쌍촌동","879","0879","0000","명지","59.9700","202201","08","17,000","-","8","-","-","1997","운천로154번길 12","20220222","중개거래","광주 서구","-"
"18202","경기도 부천시 소사구 옥길동","751-1","0751","0001","옥길브리즈힐","84.3700","202201","08","78,800","-","15","-","-","2016","옥길로 80","-","중개거래","경기 부천시","-"
"18203","광주광역시 동구 용산동","270-4","0270","0004","다보애주상복합APT","71.7280","202201","08","20,500","-","12","-","-","2016","남문로 555","-","중개거래","광주 동구","-"
"18204","부산광역시 해운대구 중동","1402-5","1402","0005","삼강","31.0200","202201","08","22,000","-","5","-","-","1983","해운대해변로298번길 9-1","-","중개거래","부산 해운대구","-"
"18205","경기도 김포시 운양동","1250-3","1250","0003","한강신도시e편한세상","121.9830","202201","08","70,000","-","3","-","-","2012","김포한강11로 287","-","중개거래","경기 김포시","-"
"18206","경기도 김포시 장기동","1885-10","1885","0010","고창마을한양수자인리버팰리스","84.9076","202201","08","58,250","-","4","-","-","2012","김포한강3로 290-13","-","중개거래","경기 김포시","-"
"18207","부산광역시 해운대구 좌동","1298","1298","0000","건영2","84.8400","202201","08","65,500","-","6","-","-","1997","세실로 126","-","중개거래","부산 해운대구","-"
"18208","경기도 김포시 장기동","1865-4","1865","0004","호반베르디움더퍼스트","101.6237","202201","08","60,000","-","1","-","-","2020","김포한강2로 361","-","중개거래","경기 김포시","-"
"18209","경기도 김포시 장기동","1866-1","1866","0001","청송마을중흥에스-클래스","107.5928","202201","08","62,000","-","23","-","-","2012","김포한강2로 362","-","중개거래","경기 김포시 인천 서구","-"
"18210","광주광역시 동구 월남동","638","0638","0000","월남호반베르디움2차","59.9711","202201","08","29,000","-","7","-","-","2016","남문로 307","-","중개거래","광주 광산구 광주 동구","-"
"18211","광주광역시 동구 소태동","501","0501","0000","모아미래도","84.6400","202201","08","29,000","-","4","-","-","2003","학소로76번길 14","-","중개거래","광주 북구","-"
"18212","광주광역시 동구 소태동","911","0911","0000","우영타워","71.9400","202201","08","12,500","-","10","-","-","1990","천변좌로 608","-","중개거래","광주 남구 광주 동구","-"
"18213","경기도 김포시 감정동","696","0696","0000","김포한강신안실크밸리3차","84.8674","202201","08","55,000","-","5","-","-","2012","중봉로 1-1","-","중개거래","경기 김포시","-"
"18214","경기도 김포시 감정동","521-1","0521","0001","희영(무지개)","84.9400","202201","08","34,000","-","13","-","-","1997","중봉로58번길 20","-","중개거래","경기 김포시","-"
"18215","경기도 김포시 사우동","1224","1224","0000","농장마을(신안)","168.3300","202201","08","48,000","-","13","-","-","1998","봉화로 59-17","-","중개거래","경기 김포시","-"
"18216","광주광역시 동구 산수동","568-1","0568","0001","금호두암타운","94.5700","202201","08","35,000","-","4","-","-","1993","밤실로 147","-","중개거래","광주 동구","-"
"18217","서울특별시 동대문구 답십리동","530-4","0530","0004","보광타워","24.4600","202201","08","23,500","-","8","-","-","2019","황물로 90","-","중개거래","서울 동대문구","-"
"18218","광주광역시 동구 수기동","21-3","0021","0003","고운하이츠(21-3)","55.9760","202201","08","15,300","-","7","-","-","2009","천변우로 329-5","-","직거래","-","-"
"18219","경기도 김포시 풍무동","748","0748","0000","당곡마을(월드메르디앙)","55.7447","202201","08","35,500","-","12","-","-","2002","풍무로69번길 51","-","중개거래","경기 김포시","-"
"18220","경기도 김포시 풍무동","598-8","0598","0008","당곡마을(범양)","84.9925","202201","08","39,000","-","2","-","-","1998","풍무로 36","-","중개거래","경기 김포시","-"
"18221","경기도 김포시 풍무동","743","0743","0000","당곡마을(현대)","134.4713","202201","08","55,000","-","13","-","-","2001","풍무로 35","-","중개거래","경기 김포시","-"
"18222","부산광역시 사하구 당리동","33-3","0033","0003","우림그린맨션","84.7800","202201","08","13,000","-","2","-","-","1991","제석로95번길 22-5","-","중개거래","부산 사하구","-"
"18223","경기도 김포시 마산동","639-8","0639","0008","은여울마을경남아너스빌","84.6600","202201","08","47,000","-","12","-","-","2013","김포한강8로 173-58","-","중개거래","경기 김포시","-"
"18224","충청북도 충주시 중앙탑면 용전리","656","0656","0000","미진이지비아","59.9941","202201","08","23,000","-","15","-","-","2017","기업도시로 189","-","중개거래","충북 충주시","-"
"18225","충청북도 충주시 중앙탑면 용전리","721","0721","0000","충주시티자이","59.9959","202201","08","27,800","-","17","-","-","2017","원앙4길 51","-","중개거래","충북 충주시","-"
"18226","인천광역시 서구 마전동","998-1","0998","0001","검단아이파크","84.2846","202201","08","38,800","-","1","-","-","2007","완정로92번길 28","-","중개거래","인천 서구","-"
"18227","인천광역시 서구 마전동","999-5","0999","0005","영남탑스빌","119.9400","202201","08","45,000","-","19","-","-","2000","완정로64번길 7","-","중개거래","인천 서구","-"
"18228","서울특별시 동대문구 답십리동","80","0080","0000","답십리청솔우성","59.7400","202201","08","80,800","-","8","-","-","2000","전농로10길 20","-","중개거래","서울 동대문구","-"
"18229","경기도 김포시 고촌읍 신곡리","1256","1256","0000","수기마을힐스테이트2단지","127.8700","202201","08","90,900","-","5","-","-","2008","수기로 67-53","-","중개거래","경기 김포시","-"
"18230","충청북도 충주시 문화동","2305","2305","0000","호수마을","84.9800","202201","08","22,000","-","3","-","-","2003","사직로 114","-","중개거래","충북 충주시","-"
"18231","인천광역시 서구 석남동","532","0532","0000","금호어울림","59.8170","202201","08","41,800","-","10","-","-","2007","염곡로220번길 4","-","중개거래","인천 서구","-"
"18232","경기도 화성시 만세구 새솔동","14","0014","0000","송산신도시대방노블랜드더퍼스티지1차","84.9556","202201","08","67,000","-","21","-","-","2018","수노을1로 148","-","중개거래","경기 화성시","-"
"18233","인천광역시 서구 가정동","603-1","0603","0001","루원제일풍경채","84.2814","202201","08","64,000","-","4","-","-","2018","봉오재3로 11","-","중개거래","인천 서구","-"
"18234","경기도 화성시 만세구 향남읍 발안리","305","0305","0000","우림필유","73.6110","202201","08","32,500","-","11","-","-","2006","발안남로 66","-","중개거래","경기 화성시","-"
"18235","경기도 화성시 만세구 향남읍 발안리","295","0295","0000","발안마을주공","51.7400","202201","08","25,000","-","12","-","-","2003","발안서로 11","-","중개거래","경기 화성시","-"
"18236","경기도 화성시 만세구 향남읍 행정리","480","0480","0000","향남시범살구꽃마을풍림아이원","84.8578","202201","08","40,700","-","5","-","-","2008","행정동로 64","-","중개거래","경기 용인기흥구 경기 화성시","-"
"18237","경기도 화성시 만세구 남양읍 남양리","2001","2001","0000","대광파인밸리","84.9600","202201","08","30,500","-","4","-","-","2003","시청로 221","-","중개거래","경기 화성시","-"
"18238","경기도 화성시 만세구 남양읍 남양리","2001","2001","0000","대광파인밸리","84.9600","202201","08","31,000","-","2","-","-","2003","시청로 221","-","중개거래","경기 화성시","-"
"18239","인천광역시 서구 공촌동","314","0314","0000","경남","84.8900","202201","08","30,800","-","11","-","-","1998","경명대로694번길 10","-","중개거래","인천 서구","-"
"18240","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202201","08","94,500","-","18","-","-","2001","학의로 390","-","중개거래","경기 안양동안구","-"
"18241","인천광역시 계양구 방축동","37-2","0037","0002","아주","63.3600","202201","08","24,000","-","6","-","-","1991","장제로995번길 44","20220420","중개거래","인천 계양구","-"
"18242","인천광역시 계양구 병방동","432-5","0432","0005","학마을서해","26.0100","202201","08","13,800","-","3","-","-","1997","장제로 878","-","중개거래","인천 계양구","-"
"18243","부산광역시 사하구 신평동","400","0400","0000","현대","80.5500","202201","08","24,600","-","7","-","-","1994","하신중앙로 170","-","중개거래","부산 사하구","-"
"18244","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을롯데","40.3200","202201","08","19,800","-","4","-","-","1997","도두리로 62","-","중개거래","인천 계양구","-"
"18245","경기도 화성시 효행구 봉담읍 동화리","100-1","0100","0001","신일우남클래식타운","84.9700","202201","08","31,200","-","1","-","-","1999","효행로 240","-","중개거래","경기 화성시","-"
"18246","인천광역시 계양구 작전동","169","0169","0000","풍림아이원","84.9312","202201","08","50,000","-","12","-","-","2003","효서로 324","-","중개거래","인천 계양구","-"
"18247","부산광역시 사하구 장림동","875","0875","0000","동원로얄듀크","59.9942","202201","08","13,800","-","23","-","-","2005","하신중앙로 2","-","중개거래","부산 사하구","-"
"18248","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을롯데","40.3200","202201","08","20,300","-","2","-","-","1997","도두리로 62","-","중개거래","인천 계양구","-"
"18249","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을동남","40.3200","202201","08","20,400","-","14","-","-","1997","도두리로 62","-","중개거래","인천 계양구 인천 부평구","-"
"18250","인천광역시 계양구 작전동","388-2","0388","0002","동보","84.5800","202201","08","40,500","-","8","-","-","1995","주부토로363번길 27","-","중개거래","인천 계양구","-"
"18251","충청남도 아산시 배미동","174-3","0174","0003","서진","39.6000","202201","08","4,290","-","2","-","-","2000","서부북로 973","-","중개거래","충남 아산시","-"
"18252","충청북도 충주시 연수동","700-4","0700","0004","두진3차아파트","49.8800","202201","08","7,800","-","11","-","-","1996","연수로 20","-","중개거래","충북 충주시","-"
"18253","충청북도 충주시 연수동","700-4","0700","0004","두진3차아파트","49.8800","202201","08","8,500","-","9","-","-","1996","연수로 20","-","직거래","-","-"
"18254","충청북도 충주시 연수동","700-4","0700","0004","두진3차아파트","49.8800","202201","08","7,800","-","11","-","-","1996","연수로 20","20220128","중개거래","충북 충주시","-"
"18255","경기도 화성시 병점구 반월동","960","0960","0000","e편한세상반월나노시티역","75.8900","202201","08","81,000","-","15","-","-","2017","효행로 1337-23","-","중개거래","경기 화성시","-"
"18256","충청북도 충주시 연수동","1625","1625","0000","연수세영리첼1단지","84.9948","202201","08","34,900","-","12","-","-","2014","연수동산로 37","-","중개거래","충북 충주시","-"
"18257","충청북도 충주시 연수동","700-4","0700","0004","두진3차아파트","49.8800","202201","08","7,900","-","2","-","-","1996","연수로 20","-","직거래","-","-"
"18258","충청북도 충주시 칠금동","626","0626","0000","삼일","102.7100","202201","08","20,200","-","1","-","-","1996","금릉로 17","-","중개거래","충북 충주시","-"
"18259","충청북도 충주시 칠금동","1015","1015","0000","부영아파트(2차)","50.4900","202201","08","10,300","-","3","-","-","1996","칠금중앙로 30","-","중개거래","충북 충주시","-"
"18260","경기도 화성시 동탄구 능동","1131","1131","0000","자연앤데시앙","59.5200","202201","08","55,000","-","3","-","-","2008","동탄숲속로 68","-","중개거래","경기 화성시","-"
"18261","경기도 화성시 동탄구 반송동","80","0080","0000","동탄시범다은마을 월드메르디앙 반도유보라","59.0700","202201","08","70,000","-","17","-","-","2007","동탄중앙로 189","-","직거래","-","-"
"18262","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.5600","202201","08","44,000","-","5","-","-","1996","길주남로 143","-","중개거래","인천 부평구","-"
"18263","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202201","08","43,000","-","20","-","-","1998","안남로 272","-","중개거래","인천 부평구","-"
"18264","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","59.9800","202201","08","92,000","-","8","-","-","2015","동탄대로시범길 276","-","중개거래","경기 화성시","-"
"18265","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.6000","202201","08","53,000","-","4","-","-","1986","경원대로 1269","-","중개거래","인천 부평구","-"
"18266","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202201","08","35,700","-","5","-","-","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"18267","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202201","08","20,000","-","18","-","-","1997","경원대로 1086","-","중개거래","인천 부평구","-"
"18268","부산광역시 사하구 다대동","120-1","0120","0001","다대포현대","84.8800","202201","08","27,000","-","2","-","-","1993","다대로 473","-","중개거래","부산 사하구","-"
"18269","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202201","08","47,250","-","3","-","-","1988","부평문화로 37","-","중개거래","인천 부평구","-"
"18270","부산광역시 사하구 다대동","94-2","0094","0002","국제그린","45.5000","202201","08","9,600","-","17","-","-","1995","다대로381번길 75","-","중개거래","부산 사하구","-"
"18271","경기도 화성시 동탄구 영천동","665","0665","0000","동탄역센트럴자이(A-10)","84.9103","202201","08","89,000","-","21","-","-","2015","동탄대로22길 30","-","중개거래","경기 화성시","-"
"18272","경기도 화성시 동탄구 영천동","892","0892","0000","동탄파크자이","99.6918","202201","08","97,500","-","1","-","-","2018","동탄대로24길 117","20220629","중개거래","경기 화성시","-"
"18273","부산광역시 금정구 구서동","162-1","0162","0001","명승명가","84.8700","202201","08","22,000","-","8","-","-","2006","두실로 5","-","중개거래","부산 금정구","-"
"18274","경기도 화성시 동탄구 목동","485","0485","0000","한신더휴","83.7489","202201","08","74,000","-","5","-","-","2018","동탄순환대로20길 70","-","중개거래","경기 화성시","-"
"18275","부산광역시 금정구 구서동","1005-3","1005","0003","세진에버그린B동","84.6300","202201","08","27,800","-","2","-","-","2003","금샘로 447","-","중개거래","부산 금정구","-"
"18276","경기도 화성시 동탄구 송동","693","0693","0000","동탄2하우스디더레이크","74.8800","202201","08","79,000","-","2","-","-","2016","동탄대로9길 19","-","중개거래","경기 화성시","-"
"18277","부산광역시 금정구 장전동","581","0581","0000","장전경보","157.0400","202201","08","50,500","-","14","-","-","1997","식물원로75번길 33","20220328","중개거래","부산 금정구","-"
"18278","충청북도 청주시 상당구 금천동","318","0318","0000","장자마을부영(318-10단지)","84.9767","202201","08","22,800","-","11","-","-","2002","호미로233번길 74","-","중개거래","충북 청주상당구","-"
"18279","부산광역시 금정구 부곡동","788","0788","0000","부곡동대동다:숲","84.9788","202201","08","47,000","-","15","-","-","2007","부곡로 32-12","-","중개거래","부산 금정구","-"
"18280","경기도 화성시 동탄구 여울동","1044","1044","0000","반도유보라아이비파크3","74.9535","202201","08","71,500","-","15","-","-","2016"," 17","-","중개거래","경기 , 경기 화성시 동탄구","-"
"18281","경기도 화성시 동탄구 여울동","1001","1001","0000","동탄역더샵센트럴시티2차","74.8500","202201","08","76,000","-","7","-","-","2018"," 19","-","중개거래","경기 ","-"
"18282","서울특별시 중랑구 신내동","661","0661","0000","신내11대명","39.7600","202201","08","52,800","-","14","-","-","1996","봉화산로 193","-","중개거래","서울 중랑구","-"
"18283","인천광역시 남동구 간석동","894-1","0894","0001","광명(894-1)","49.1700","202201","08","13,000","-","5","-","-","1989","방축로 492","-","직거래","-","-"
"18284","인천광역시 남동구 간석동","938-1","0938","0001","어울림마을","100.8600","202201","08","62,750","-","17","-","-","2005","석산로 138","-","중개거래","인천 남동구 인천 연수구","-"
"18285","인천광역시 남동구 간석동","609","0609","0000","우성2","84.8300","202201","08","31,500","-","2","-","-","1992","석정로551번길 20","-","중개거래","인천 남동구","-"
"18286","인천광역시 남동구 간석동","616-6","0616","0006","간석한신더휴","84.7915","202201","08","63,900","-","22","-","-","2019","석정로461번길 50","-","중개거래","인천 남동구","-"
"18287","충청남도 아산시 배방읍 공수리","1717","1717","0000","배방메이루즈아파트","59.8009","202201","08","25,800","-","11","-","-","2017","북수로25번길 33","-","중개거래","충남 아산시","-"
"18288","부산광역시 강서구 명지동","3233","3233","0000","극동스타클래스","101.9600","202201","08","47,500","-","14","-","-","2008","명지오션시티2로 71","-","중개거래","부산 강서구","-"
"18289","충청북도 충주시 호암동","1052","1052","0000","우미린에듀시티","84.9672","202201","08","45,950","-","22","-","-","2019","호암수청1로 13","-","중개거래","충북 충주시","-"
"18290","충청북도 충주시 호암동","1052","1052","0000","우미린에듀시티","84.9672","202201","08","43,000","-","4","-","-","2019","호암수청1로 13","-","중개거래","충북 충주시","-"
"18291","충청북도 충주시 호암동","152","0152","0000","부강아파트","27.1800","202201","08","3,100","-","4","-","-","1995","호암중앙2로 31","-","중개거래","충북 충주시","-"
"18292","인천광역시 남동구 구월동","23","0023","0000","구월힐스테이트1단지","75.3036","202201","08","49,350","-","10","-","-","2007","구월로 192","-","중개거래","인천 남동구","-"
"18293","충청북도 충주시 용산동","1680","1680","0000","용산주공3차","51.9500","202201","08","11,800","-","1","-","-","2003","남산로 114","-","중개거래","충북 충주시","-"
"18294","부산광역시 강서구 명지동","3328","3328","0000","명지협성휴포레","59.9858","202201","08","38,000","-","10","-","-","2016","명지국제5로 141","-","중개거래","부산 강서구","-"
"18295","부산광역시 강서구 명지동","3231","3231","0000","퀸덤1차링컨타운","101.4000","202201","08","51,500","-","13","-","-","2009","명지오션시티10로 16","-","중개거래","부산 강서구","-"
"18296","부산광역시 강서구 명지동","3328","3328","0000","명지협성휴포레","59.9858","202201","08","39,500","-","12","-","-","2016","명지국제5로 141","-","중개거래","부산 강서구","-"
"18297","경기도 광주시 초월읍 쌍동리","390","0390","0000","초월롯데캐슬","74.7100","202201","08","56,000","-","3","-","-","2004","경충대로 1065","20220228","중개거래","경기 광주시","-"
"18298","인천광역시 연수구 송도동","21-60","0021","0060","인천송도힐스테이트4단지","170.0550","202201","08","140,000","-","18","-","-","2011","컨벤시아대로 80","-","중개거래","인천 연수구","-"
"18299","부산광역시 강서구 명지동","3343","3343","0000","명지2차금강펜테리움센트럴파크","66.0657","202201","08","34,800","-","2","-","-","2016","명지국제5로 109","-","중개거래","부산 강서구","-"
"18300","세종특별자치시  조치원읍 신흥리","398","0398","0000","신흥대우푸르지오","104.9044","202201","08","46,000","-","7","-","-","2006","도원1로 16","-","중개거래","세종시","-"
"18301","인천광역시 연수구 송도동","4-1","0004","0001","더샵퍼스트월드","147.3580","202201","08","150,000","-","24","-","-","2009","해돋이로 107","-","중개거래","인천 연수구","-"
"18302","인천광역시 연수구 송도동","15-10","0015","0010","송도코오롱더프라우3단지","142.6570","202201","08","81,000","-","14","-","-","2012","컨벤시아대로42번길 20","-","직거래","-","-"
"18303","부산광역시 강서구 지사동","1184-1","1184","0001","지사금강펜테리움","59.9843","202201","08","18,500","-","16","-","-","2013","과학산단2로20번길 69","-","중개거래","부산 강서구","-"
"18304","인천광역시 연수구 청학동","455","0455","0000","하나타운1","35.8100","202201","08","18,500","-","4","-","-","1995","용담로 14","-","중개거래","인천 연수구","-"
"18305","부산광역시 강서구 지사동","1186","1186","0000","협성·DS엘리시안","59.9588","202201","08","17,000","-","14","-","-","2015","과학산단로306번길 10","-","중개거래","부산 강서구","-"
"18306","인천광역시 연수구 연수동","577","0577","0000","영남","84.9400","202201","08","47,000","-","3","-","-","1992","새말로 111","-","중개거래","인천 연수구","-"
"18307","인천광역시 연수구 연수동","532","0532","0000","대림","62.4820","202201","08","45,000","-","10","-","-","1993","원인재로 300","-","중개거래","인천 연수구","-"
"18308","부산광역시 강서구 지사동","1185-1","1185","0001","지사과학삼정그린코아","59.9971","202201","08","17,500","-","23","-","-","2017","과학산단2로20번길 91","-","중개거래","부산 강서구","-"
"18309","부산광역시 강서구 지사동","1186","1186","0000","협성·DS엘리시안","59.9931","202201","08","17,800","-","13","-","-","2015","과학산단로306번길 10","-","중개거래","부산 강서구","-"
"18310","경기도 부천시 원미구 심곡동","142-10","0142","0010","에코스마트3","12.5200","202201","08","8,700","-","13","-","-","2014","부천로2번길 49","-","직거래","-","-"
"18311","경기도 양주시 삼숭동","682-1","0682","0001","양주자이4단지","59.8903","202201","08","27,800","-","15","-","-","2005","삼숭로38번길 91","-","중개거래","경기 양주시","-"
"18312","충청북도 충주시 교현동","1087","1087","0000","부강맨션","83.7000","202201","08","10,500","-","5","-","-","1990","예성로 279","-","중개거래","충북 충주시","-"
"18313","충청북도 충주시 교현동","1309","1309","0000","성원","53.1900","202201","08","6,900","-","3","-","-","1995","삼원로 163","-","중개거래","충북 충주시","-"
"18314","충청북도 충주시 성서동","161","0161","0000","현대","31.3700","202201","08","4,000","-","7","-","-","1989","성서1길 50","-","중개거래","충북 충주시","-"
"18315","부산광역시 연제구 거제동","1468-1","1468","0001","거제동월드메르디앙","84.9171","202201","08","68,000","-","15","-","-","2005","거제천로 233","-","중개거래","부산 연제구","-"
"18316","충청북도 청주시 청원구 오창읍 각리","645-1","0645","0001","코아루","84.9696","202201","08","33,000","-","7","-","-","2006","오창중앙로 27","-","중개거래","충북 청주시 청원구","-"
"18317","충청북도 청주시 청원구 오창읍 각리","638-1","0638","0001","우림필유1차","84.9400","202201","08","32,000","-","17","-","-","2006","오창중앙로 13","-","중개거래","충북 청주청원구","-"
"18318","부산광역시 연제구 연산동","2235-4","2235","0004","선경","84.7500","202201","08","47,500","-","1","-","-","1995","과정로 74","20220212","중개거래","부산 연제구","-"
"18319","경기도 양주시 옥정동","936","0936","0000","e편한세상옥정더퍼스트","84.9804","202201","08","56,500","-","12","-","-","2019","옥정서로1길 60","-","중개거래","경기 수원팔달구 경기 양주시","-"
"18320","부산광역시 연제구 연산동","1498-9","1498","0009","시청역더리체","64.7600","202201","08","26,000","-","8","-","-","2018","신촌로 27","-","중개거래","부산 부산진구 부산 연제구","-"
"18321","경기도 양주시 옥정동","176","0176","0000","세창리베하우스","84.9862","202201","08","30,000","-","6","-","-","2003","새터로 37","-","중개거래","경기 양주시","-"
"18322","세종특별자치시  조치원읍 정리","59-1","0059","0001","풍산","59.7500","202201","08","17,000","-","5","-","-","1998","새내8길 22-13","-","중개거래","세종시","-"
"18323","부산광역시 연제구 연산동","2335","2335","0000","연산동일동미라주더스타","77.3526","202201","08","57,500","-","7","-","-","2017","반송로 80","-","중개거래","부산 연제구","-"
"18324","세종특별자치시  조치원읍 교리","12-1","0012","0001","목화","59.9000","202201","08","14,000","-","4","-","-","1994","새내17길 7","-","중개거래","충북 청주흥덕구","-"
"18325","서울특별시 동대문구 전농동","10","0010","0000","전농SK","59.3400","202201","08","85,200","-","20","-","-","2000","사가정로 148","-","중개거래","서울 구로구 서울 동대문구","-"
"18326","부산광역시 연제구 연산동","1088","1088","0000","진일","42.2800","202201","08","11,400","-","5","-","-","1981","고분로 136","20220111","중개거래","부산 연제구","-"
"18327","부산광역시 연제구 연산동","1088","1088","0000","진일","42.2800","202201","08","11,400","-","5","-","-","1981","고분로 136","-","중개거래","부산 연제구","-"
"18328","경기도 부천시 원미구 약대동","216-1","0216","0001","부천아이파크","84.6000","202201","08","76,500","-","3","-","-","2017","평천로 680","-","중개거래","경기 부천시 오정구","-"
"18329","경기도 부천시 소사구 심곡본동","666-5","0666","0005","알찬집","12.5000","202201","08","7,000","-","11","-","-","2012","심곡로9번길 43","-","중개거래","경기 부천시","-"
"18330","인천광역시 미추홀구 도화동","919","0919","0000","대동(919-0)","50.8800","202201","08","9,200","-","2","-","-","1983","염전로128번길 35","-","중개거래","인천 미추홀구","-"
"18331","부산광역시 연제구 연산동","1289-12","1289","0012","드리머스","55.5000","202201","08","20,600","-","14","-","-","2015","중앙대로1075번길 38","-","중개거래","부산 연제구","-"
"18332","인천광역시 미추홀구 학익동","38","0038","0000","한국공영","46.4500","202201","08","12,500","-","5","-","-","1980","학익소로63번길 37","-","중개거래","인천 미추홀구","-"
"18333","부산광역시 연제구 연산동","2341","2341","0000","연제롯데캐슬데시앙","84.8300","202201","08","82,000","-","20","-","-","2018","월드컵대로 55","-","중개거래","부산 연제구","-"
"18334","부산광역시 연제구 연산동","2341","2341","0000","연제롯데캐슬데시앙","84.8300","202201","08","82,000","-","20","-","-","2018","월드컵대로 55","20220125","중개거래","부산 연제구","-"
"18335","부산광역시 연제구 연산동","1135-160","1135","0160","연산삼성타워맨션","84.9500","202201","08","22,000","-","2","-","-","1990","쌍미천로 70","-","중개거래","부산 연제구","-"
"18336","경기도 양주시 광적면 가납리","905","0905","0000","양주벨라시티아파트","59.9935","202201","08","20,700","-","1","-","-","2017","지섬로198번길 16","-","중개거래","경기 양주시","-"
"18337","경기도 부천시 소사구 소사본동","133-12","0133","0012","부천소사역푸르지오","122.8644","202201","08","100,000","-","4","-","-","2012","소삼로 47","-","중개거래","경기 부천시","-"
"18338","인천광역시 미추홀구 용현동","664","0664","0000","인천 SK Sky VIEW","95.4904","202201","08","83,000","-","13","-","-","2016","용정공원로 33","-","중개거래","인천 미추홀구","-"
"18339","인천광역시 미추홀구 숭의동","342-30","0342","0030","대준블루온102동","48.3200","202201","08","16,000","-","15","-","-","2016","석정로 13","-","중개거래","인천 남동구","-"
"18340","경기도 포천시 신읍동","307","0307","0000","일신","49.9200","202201","08","9,500","-","16","-","-","1999","호병골길 41-5","-","중개거래","경기 포천시","-"
"18341","경기도 포천시 신읍동","698","0698","0000","포천극동2차스타클래스","108.1940","202201","08","25,950","-","3","-","-","2008","왕방로118번길 10","-","중개거래","경기 포천시","-"
"18342","경기도 포천시 소흘읍 송우리","725-6","0725","0006","송천마을","75.9900","202201","08","29,500","-","5","-","-","2005","태봉로 227","-","중개거래","경기 포천시","-"
"18343","경기도 포천시 소흘읍 송우리","725-6","0725","0006","송천마을","75.9900","202201","08","30,400","-","14","-","-","2005","태봉로 227","-","중개거래","경기 포천시","-"
"18344","인천광역시 동구 송현동","166","0166","0000","솔빛마을주공2차","59.9200","202201","08","28,500","-","15","-","-","2003","화수로 8-10","-","중개거래","인천 동구","-"
"18345","인천광역시 동구 만석동","122","0122","0000","만석비치타운 주공아파트","59.8500","202201","08","24,100","-","5","-","-","2002","화도진로 187","-","중개거래","인천 동구","-"
"18346","경기도 포천시 신북면 가채리","929","0929","0000","포미재","66.3141","202201","08","9,800","-","10","-","-","2005","호국로 1886-60","-","중개거래","경기 포천시","-"
"18347","경기도 평택시 고덕동","1904-2","1904","0002","고덕국제신도시파라곤","110.6845","202201","08","80,000","-","9","-","-","2019","고덕국제대로 180","-","직거래","-","-"
